glyph_id,page_number,line_number,sura_number,ayah_number,position,min_x,max_x,min_y,max_y
211,2,1,1,1,1,763,879,603,696
212,2,1,1,1,2,697,765,603,696
213,2,1,1,1,3,535,696,603,696
214,2,1,1,1,4,375,535,603,696
215,2,1,1,1,5,335,384,603,696
216,2,2,1,2,1,860,1020,704,854
217,2,2,1,2,2,773,854,704,854
218,2,2,1,2,3,669,761,704,854
219,2,2,1,2,4,474,657,704,854
220,2,2,1,2,5,394,470,704,854
221,2,2,1,3,1,197,380,704,854
222,2,3,1,3,2,830,1020,864,1004
223,2,3,1,3,3,764,830,864,1004
224,2,3,1,4,1,645,754,864,1004
225,2,3,1,4,2,540,642,864,1004
226,2,3,1,4,3,390,536,864,1004
227,2,3,1,4,4,322,389,864,1004
228,2,3,1,5,1,196,318,864,1004
229,2,4,1,5,2,884,1018,1014,1144
230,2,4,1,5,3,679,850,1014,1144
231,2,4,1,5,4,456,670,1014,1144
232,2,4,1,5,5,364,446,1014,1144
233,2,4,1,6,1,195,339,1014,1144
234,2,5,1,6,2,846,1017,1154,1297
235,2,5,1,6,3,585,837,1154,1297
236,2,5,1,6,4,510,583,1154,1297
237,2,5,1,7,1,355,507,1154,1297
238,2,5,1,7,2,196,350,1154,1297
239,2,6,1,7,3,855,1021,1307,1449
240,2,6,1,7,4,670,854,1307,1449
241,2,6,1,7,5,581,670,1307,1449
242,2,6,1,7,6,357,578,1307,1449
243,2,6,1,7,7,202,354,1307,1449
244,2,7,1,7,8,700,790,1459,1598
245,2,7,1,7,9,500,699,1459,1598
246,2,7,1,7,10,434,493,1459,1598
263,3,1,2,1,1,884,1000,706,846
264,3,1,2,1,2,828,886,706,846
265,3,1,2,2,1,716,825,706,846
266,3,1,2,2,2,563,715,706,846
267,3,1,2,2,3,512,562,706,846
268,3,1,2,2,4,354,510,706,846
269,3,1,2,2,5,204,352,706,846
270,3,2,2,2,6,868,995,856,998
271,3,2,2,2,7,648,861,856,998
272,3,2,2,2,8,574,643,856,998
273,3,2,2,3,1,413,563,856,998
274,3,2,2,3,2,215,408,856,998
275,3,3,2,3,3,830,995,1008,1142
276,3,3,2,3,4,640,830,1008,1142
277,3,3,2,3,5,503,640,1008,1142
278,3,3,2,3,6,395,503,1008,1142
279,3,3,2,3,7,212,395,1008,1142
280,3,4,2,3,8,800,998,1152,1301
281,3,4,2,3,9,715,788,1152,1301
282,3,4,2,4,1,526,705,1152,1301
283,3,4,2,4,2,320,517,1152,1301
284,3,4,2,4,3,207,309,1152,1301
285,3,5,2,4,4,877,997,1311,1457
286,3,5,2,4,5,738,867,1311,1457
287,3,5,2,4,6,620,725,1311,1457
288,3,5,2,4,7,493,613,1311,1457
289,3,5,2,4,8,391,480,1311,1457
290,3,5,2,4,9,204,383,1311,1457
291,3,6,2,4,10,664,868,1467,1598
292,3,6,2,4,11,583,663,1467,1598
293,3,6,2,4,12,415,583,1467,1598
294,3,6,2,4,13,343,412,1467,1598
295,4,1,2,5,1,14,1198,10,143
296,4,2,2,6,1,0,1198,148,281
297,4,3,2,6,2,537,1198,286,418
298,4,3,2,7,1,0,537,286,418
299,4,4,2,7,2,0,1198,423,555
300,4,5,2,7,3,951,1198,560,693
301,4,5,2,8,1,0,951,560,693
302,4,6,2,8,2,545,1198,698,830
303,4,6,2,9,1,0,545,698,830
304,4,7,2,9,2,14,1198,835,968
305,4,8,2,10,1,0,1198,973,1105
306,4,9,2,10,2,577,1198,1110,1243
323,4,9,2,11,1,0,577,1110,1243
324,4,10,2,11,2,245,1198,1248,1380
325,4,10,2,12,1,0,245,1248,1380
326,4,11,2,12,2,254,1198,1385,1517
327,4,11,2,13,1,0,254,1385,1517
328,4,12,2,13,2,0,1198,1522,1655
329,4,13,2,13,3,0,1198,1660,1793
330,5,1,2,13,1,845,1198,10,143
331,5,1,2,14,1,0,845,10,143
332,5,2,2,14,2,0,1198,148,281
333,5,3,2,14,3,807,1198,286,418
334,5,3,2,15,1,0,807,286,418
335,5,4,2,15,2,673,1198,423,555
336,5,4,2,16,1,0,673,423,555
337,5,5,2,16,2,14,1198,560,693
338,5,6,2,17,1,0,1198,698,830
339,5,7,2,17,2,0,1198,835,968
340,5,8,2,17,3,837,1198,973,1105
341,5,8,2,18,1,14,837,973,1105
342,5,9,2,19,1,0,1198,1110,1243
343,5,10,2,19,2,0,1198,1248,1380
344,5,11,2,19,3,309,1198,1385,1517
345,5,11,2,20,1,0,309,1385,1517
346,5,12,2,20,2,0,1198,1522,1655
347,5,13,2,20,3,0,1198,1660,1793
348,6,1,2,20,1,154,1198,10,143
349,6,1,2,21,1,0,154,10,143
350,6,2,2,21,2,0,1198,148,281
351,6,3,2,21,3,598,1198,286,418
352,6,3,2,22,1,0,598,286,418
353,6,4,2,22,2,0,1198,423,555
354,6,5,2,22,3,0,1198,560,693
355,6,6,2,22,4,765,1198,698,830
356,6,6,2,23,1,0,765,698,830
357,6,7,2,23,2,0,1198,835,968
358,6,8,2,23,3,360,1198,973,1105
359,6,8,2,24,1,0,360,973,1105
360,6,9,2,24,2,0,1198,1110,1243
361,6,10,2,24,3,439,1198,1248,1380
362,6,10,2,25,1,0,439,1248,1380
363,6,11,2,25,2,0,1198,1385,1517
364,6,12,2,25,3,0,1198,1522,1655
365,6,13,2,25,4,0,1198,1660,1793
366,7,1,2,25,1,183,1198,10,143
367,7,1,2,26,1,0,183,10,143
368,7,2,2,26,2,0,1198,148,281
369,7,3,2,26,3,0,1198,286,418
370,7,4,2,26,4,0,1198,423,555
371,7,5,2,26,5,0,1198,560,693
372,7,6,2,26,6,780,1198,698,830
373,7,6,2,27,1,0,780,698,830
374,7,7,2,27,2,0,1198,835,968
375,7,8,2,27,3,133,1198,973,1105
376,7,8,2,28,1,0,133,973,1105
377,7,9,2,28,2,0,1198,1110,1243
378,7,10,2,28,3,431,1198,1248,1380
379,7,10,2,29,1,0,431,1248,1380
380,7,11,2,29,2,0,1198,1385,1517
381,7,12,2,29,3,333,1198,1522,1655
382,7,12,2,30,1,0,333,1522,1655
383,7,13,2,30,2,0,1198,1660,1793
384,8,1,2,30,1,0,1198,10,143
385,8,2,2,30,2,14,1198,148,281
386,8,3,2,31,1,0,1198,286,418
387,8,4,2,31,2,14,1198,423,555
388,8,5,2,32,1,0,1198,560,693
389,8,6,2,32,2,940,1198,698,830
390,8,6,2,33,1,0,940,698,830
391,8,7,2,33,2,0,1198,835,968
392,8,8,2,33,3,94,1198,973,1105
393,8,8,2,34,1,0,94,973,1105
394,8,9,2,34,2,0,1198,1110,1243
395,8,10,2,34,3,452,1198,1248,1380
396,8,10,2,35,1,0,452,1248,1380
397,8,11,2,35,2,0,1198,1385,1517
398,8,12,2,35,3,184,1198,1522,1655
399,8,12,2,36,1,0,184,1522,1655
400,8,13,2,36,2,0,1198,1660,1793
401,9,1,2,36,1,0,1198,10,143
402,9,2,2,36,2,913,1198,148,281
403,9,2,2,37,1,0,913,148,281
404,9,3,2,37,2,600,1198,286,418
405,9,3,2,38,1,0,600,286,418
406,9,4,2,38,2,0,1198,423,555
407,9,5,2,38,3,548,1198,560,693
408,9,5,2,39,1,0,548,560,693
409,9,6,2,39,2,14,1198,698,830
410,9,7,2,40,1,0,1198,835,968
411,9,8,2,40,2,14,1198,973,1105
412,9,9,2,41,1,0,1198,1110,1243
413,9,10,2,41,2,0,1198,1248,1380
414,9,11,2,41,3,915,1198,1385,1517
415,9,11,2,42,1,0,915,1385,1517
416,9,12,2,42,2,552,1198,1522,1655
417,9,12,2,43,1,0,552,1522,1655
418,9,13,2,43,2,402,1198,1660,1793
419,9,13,2,44,1,0,402,1660,1793
420,10,1,2,44,1,0,1198,10,143
421,10,2,2,44,2,817,1198,148,281
422,10,2,2,45,1,0,817,148,281
423,10,3,2,45,2,412,1198,286,418
424,10,3,2,46,1,0,412,286,418
425,10,4,2,46,2,143,1198,423,555
426,10,4,2,47,1,0,143,423,555
427,10,5,2,47,2,0,1198,560,693
428,10,6,2,47,3,622,1198,698,830
429,10,6,2,48,1,0,622,698,830
430,10,7,2,48,2,0,1198,835,968
431,10,8,2,48,3,438,1198,973,1105
432,10,8,2,49,1,0,438,973,1105
433,10,9,2,49,2,0,1198,1110,1243
434,10,10,2,49,3,0,1198,1248,1380
435,10,11,2,49,4,785,1198,1385,1517
436,10,11,2,50,1,0,785,1385,1517
437,10,12,2,50,2,265,1198,1522,1655
438,10,12,2,51,1,0,265,1522,1655
439,10,13,2,51,2,0,1198,1660,1793
440,11,1,2,51,1,770,1198,10,143
441,11,1,2,52,1,0,770,10,143
442,11,2,2,52,2,634,1198,148,281
443,11,2,2,53,1,0,634,148,281
444,11,3,2,53,2,407,1198,286,418
445,11,3,2,54,1,0,407,286,418
446,11,4,2,54,2,0,1198,423,555
447,11,5,2,54,3,0,1198,560,693
448,11,6,2,54,4,0,1198,698,830
449,11,7,2,54,5,946,1198,835,968
450,11,7,2,55,1,0,946,835,968
451,11,8,2,55,2,14,1198,973,1105
452,11,9,2,56,1,14,1198,1110,1243
453,11,10,2,57,1,0,1198,1248,1380
454,11,11,2,57,2,0,1198,1385,1517
455,11,12,2,57,3,695,1198,1522,1655
456,11,12,2,58,1,0,695,1522,1655
457,11,13,2,58,2,0,1198,1660,1793
458,12,1,2,58,1,14,1198,10,143
459,12,2,2,59,1,0,1198,148,281
460,12,3,2,59,2,0,1198,286,418
461,12,4,2,59,3,882,1198,423,555
462,12,4,2,60,1,0,882,423,555
463,12,5,2,60,2,0,1198,560,693
464,12,6,2,60,3,0,1198,698,830
481,12,7,2,60,4,266,1198,835,968
482,12,7,2,61,1,0,266,835,968
483,12,8,2,61,2,0,1198,973,1105
484,12,9,2,61,3,0,1198,1110,1243
485,12,10,2,61,4,0,1198,1248,1380
486,12,11,2,61,5,0,1198,1385,1517
487,12,12,2,61,6,0,1198,1522,1655
488,12,13,2,61,7,0,1198,1660,1793
489,13,1,2,61,1,0,1198,10,143
490,13,2,2,61,2,492,1198,148,281
491,13,2,2,62,1,0,492,148,281
492,13,3,2,62,2,0,1198,286,418
493,13,4,2,62,3,0,1198,423,555
494,13,5,2,62,4,96,1198,560,693
495,13,5,2,63,1,0,96,560,693
496,13,6,2,63,2,0,1198,698,830
497,13,7,2,63,3,15,1198,835,968
498,13,8,2,64,1,0,1198,973,1105
499,13,9,2,64,2,340,1198,1110,1243
500,13,9,2,65,1,0,340,1110,1243
501,13,10,2,65,2,0,1198,1248,1380
502,13,11,2,65,3,770,1198,1385,1517
503,13,11,2,66,1,0,770,1385,1517
504,13,12,2,66,2,378,1198,1522,1655
505,13,12,2,67,1,0,378,1522,1655
506,13,13,2,67,2,0,1198,1660,1793
507,14,1,2,67,1,0,1198,10,143
508,14,2,2,67,2,890,1198,148,281
509,14,2,2,68,1,0,890,148,281
510,14,3,2,68,2,0,1198,286,418
511,14,4,2,68,3,329,1198,423,555
512,14,4,2,69,1,0,329,423,555
513,14,5,2,69,2,0,1198,560,693
514,14,6,2,69,3,134,1198,698,830
515,14,6,2,70,1,0,134,698,830
516,14,7,2,70,2,0,1198,835,968
517,14,8,2,70,3,454,1198,973,1105
518,14,8,2,71,1,0,454,973,1105
519,14,9,2,71,2,0,1198,1110,1243
520,14,10,2,71,3,0,1198,1248,1380
521,14,11,2,71,4,436,1198,1385,1517
522,14,11,2,72,1,0,436,1385,1517
523,14,12,2,72,2,14,1198,1522,1655
524,14,13,2,73,1,0,1198,1660,1793
525,15,1,2,73,1,285,1198,10,143
526,15,1,2,74,1,0,285,10,143
527,15,2,2,74,2,0,1198,148,281
528,15,3,2,74,3,0,1198,286,418
529,15,4,2,74,4,0,1198,423,555
530,15,5,2,74,5,0,1198,560,693
531,15,6,2,74,6,910,1198,698,830
532,15,6,2,75,1,0,910,698,830
533,15,7,2,75,2,0,1198,835,968
534,15,8,2,75,3,368,1198,973,1105
535,15,8,2,76,1,0,368,973,1105
536,15,9,2,76,2,0,1198,1110,1243
537,15,10,2,76,3,0,1198,1248,1380
538,15,11,2,76,4,352,1198,1385,1517
539,15,11,2,77,1,0,352,1385,1517
540,15,12,2,77,2,206,1198,1522,1655
541,15,12,2,78,1,0,206,1522,1655
542,15,13,2,78,2,0,1198,1660,1793
543,16,1,2,78,1,948,1198,10,143
544,16,1,2,79,1,0,948,10,143
545,16,2,2,79,2,0,1198,148,281
546,16,3,2,79,3,0,1198,286,418
547,16,4,2,79,4,904,1198,423,555
548,16,4,2,80,1,0,904,423,555
549,16,5,2,80,2,0,1198,560,693
550,16,6,2,80,3,344,1198,698,830
551,16,6,2,81,1,0,344,698,830
552,16,7,2,81,2,0,1198,835,968
553,16,8,2,81,3,689,1198,973,1105
554,16,8,2,82,1,0,689,973,1105
555,16,9,2,82,2,107,1198,1110,1243
556,16,9,2,83,1,0,107,1110,1243
557,16,10,2,83,2,0,1198,1248,1380
558,16,11,2,83,3,0,1198,1385,1517
559,16,12,2,83,4,0,1198,1522,1655
560,16,13,2,83,5,14,1198,1660,1793
561,17,1,2,84,1,0,1198,10,143
562,17,2,2,84,2,13,1198,148,281
563,17,3,2,85,1,0,1198,286,418
564,17,4,2,85,2,0,1198,423,555
565,17,5,2,85,3,0,1198,560,693
566,17,6,2,85,4,0,1198,698,830
567,17,7,2,85,5,0,1198,835,968
568,17,8,2,85,6,0,1198,973,1105
569,17,9,2,85,7,0,1198,1110,1243
570,17,10,2,85,8,774,1198,1248,1380
571,17,10,2,86,1,0,774,1248,1380
572,17,11,2,86,2,0,1198,1385,1517
573,17,12,2,86,3,653,1198,1522,1655
574,17,12,2,87,1,0,653,1522,1655
575,17,13,2,87,2,0,1198,1660,1793
576,18,1,2,87,1,0,1198,10,143
577,18,2,2,87,2,0,1198,148,281
578,18,3,2,87,3,183,1198,286,418
579,18,3,2,88,1,0,183,286,418
580,18,4,2,88,2,0,1198,423,555
581,18,5,2,88,3,831,1198,560,693
582,18,5,2,89,1,0,831,560,693
583,18,6,2,89,2,0,1198,698,830
584,18,7,2,89,3,0,1198,835,968
585,18,8,2,89,4,438,1198,973,1105
586,18,8,2,90,1,0,438,973,1105
587,18,9,2,90,2,0,1198,1110,1243
588,18,10,2,90,3,0,1198,1248,1380
589,18,11,2,90,4,15,1198,1385,1517
590,18,12,2,91,1,0,1198,1522,1655
591,18,13,2,91,2,0,1198,1660,1793
592,19,1,2,91,1,0,1198,10,143
593,19,2,2,91,2,468,1198,148,281
594,19,2,2,92,1,0,468,148,281
595,19,3,2,92,2,0,1198,286,418
596,19,4,2,92,3,934,1198,423,555
597,19,4,2,93,1,0,934,423,555
598,19,5,2,93,2,0,1198,560,693
599,19,6,2,93,3,0,1198,698,830
600,19,7,2,93,4,14,1198,835,968
601,19,8,2,94,1,0,1198,973,1105
602,19,9,2,94,2,14,1198,1110,1243
603,19,10,2,95,1,0,1198,1248,1380
604,19,11,2,95,2,842,1198,1385,1517
605,19,11,2,96,1,0,842,1385,1517
606,19,12,2,96,2,0,1198,1522,1655
607,19,13,2,96,3,0,1198,1660,1793
608,20,1,2,96,1,326,1198,10,143
609,20,1,2,97,1,0,326,10,143
610,20,2,2,97,2,0,1198,148,281
611,20,3,2,97,3,14,1198,286,418
612,20,4,2,98,1,0,1198,423,555
613,20,5,2,98,2,176,1198,560,693
614,20,5,2,99,1,0,176,560,693
615,20,6,2,99,2,0,1198,698,830
616,20,7,2,99,3,857,1198,835,968
617,20,7,2,100,1,0,857,835,968
618,20,8,2,100,2,338,1198,973,1105
619,20,8,2,101,1,0,338,973,1105
620,20,9,2,101,2,0,1198,1110,1243
621,20,10,2,101,3,0,1198,1248,1380
622,20,11,2,101,4,423,1198,1385,1517
623,20,11,2,102,1,0,423,1385,1517
624,20,12,2,102,2,0,1198,1522,1655
625,20,13,2,102,3,0,1198,1660,1793
626,21,1,2,102,1,0,1198,10,143
627,21,2,2,102,2,0,1198,148,281
628,21,3,2,102,3,0,1198,286,418
645,21,4,2,102,4,0,1198,423,555
646,21,5,2,102,5,0,1198,560,693
647,21,6,2,102,6,0,1198,698,830
648,21,7,2,102,7,0,1198,835,968
649,21,8,2,102,8,899,1198,973,1105
650,21,8,2,103,1,0,899,973,1105
651,21,9,2,103,2,343,1198,1110,1243
652,21,9,2,104,1,0,343,1110,1243
653,21,10,2,104,2,0,1198,1248,1380
654,21,11,2,104,3,523,1198,1385,1517
655,21,11,2,105,1,0,523,1385,1517
656,21,12,2,105,2,0,1198,1522,1655
657,21,13,2,105,3,0,1198,1660,1793
658,22,1,2,105,1,357,1198,10,143
659,22,1,2,106,1,0,357,10,143
660,22,2,2,106,2,0,1198,148,281
661,22,3,2,106,3,461,1198,286,418
662,22,3,2,107,1,0,461,286,418
663,22,4,2,107,2,0,1198,423,555
664,22,5,2,107,3,579,1198,560,693
665,22,5,2,108,1,0,579,560,693
666,22,6,2,108,2,0,1198,698,830
667,22,7,2,108,3,213,1198,835,968
668,22,7,2,109,1,0,213,835,968
669,22,8,2,109,2,0,1198,973,1105
670,22,9,2,109,3,0,1198,1110,1243
671,22,10,2,109,4,0,1198,1248,1380
672,22,11,2,109,5,355,1198,1385,1517
673,22,11,2,110,1,0,355,1385,1517
674,22,12,2,110,2,0,1198,1522,1655
675,22,13,2,110,3,175,1198,1660,1793
676,22,13,2,111,1,0,175,1660,1793
677,23,1,2,111,1,0,1198,10,143
678,23,2,2,111,2,0,1198,148,281
679,23,3,2,111,3,899,1198,286,418
680,23,3,2,112,1,0,899,286,418
681,23,4,2,112,2,0,1198,423,555
682,23,5,2,112,3,880,1198,560,693
683,23,5,2,113,1,0,880,560,693
684,23,6,2,113,2,0,1198,698,830
685,23,7,2,113,3,0,1198,835,968
686,23,8,2,113,4,0,1198,973,1105
687,23,9,2,113,5,594,1198,1110,1243
688,23,9,2,114,1,0,594,1110,1243
689,23,10,2,114,2,0,1198,1248,1380
690,23,11,2,114,3,0,1198,1385,1517
691,23,12,2,114,4,14,1198,1522,1655
692,23,13,2,115,1,0,1198,1660,1793
693,24,1,2,115,1,437,1198,10,143
694,24,1,2,116,1,0,437,10,143
695,24,2,2,116,2,0,1198,148,281
696,24,3,2,116,3,717,1198,286,418
697,24,3,2,117,1,0,717,286,418
698,24,4,2,117,2,14,1198,423,555
699,24,5,2,118,1,0,1198,560,693
700,24,6,2,118,2,0,1198,698,830
701,24,7,2,118,3,0,1198,835,968
702,24,8,2,118,4,737,1198,973,1105
703,24,8,2,119,1,0,737,973,1105
704,24,9,2,119,2,14,1198,1110,1243
705,24,10,2,120,1,0,1198,1248,1380
706,24,11,2,120,2,0,1198,1385,1517
707,24,12,2,120,3,0,1198,1522,1655
708,24,13,2,120,4,215,1198,1660,1793
709,24,13,2,121,1,0,215,1660,1793
710,25,1,2,121,1,0,1198,10,143
711,25,2,2,121,2,0,1198,148,281
712,25,3,2,121,3,858,1198,286,418
713,25,3,2,122,1,0,858,286,418
714,25,4,2,122,2,14,1198,423,555
715,25,5,2,123,1,0,1198,560,693
716,25,6,2,123,2,0,1198,698,830
717,25,7,2,123,3,847,1198,835,968
718,25,7,2,124,1,0,847,835,968
719,25,8,2,124,2,0,1198,973,1105
720,25,9,2,124,3,256,1198,1110,1243
721,25,9,2,125,1,0,256,1110,1243
722,25,10,2,125,2,0,1198,1248,1380
723,25,11,2,125,3,0,1198,1385,1517
724,25,12,2,125,4,0,1198,1522,1655
725,25,13,2,125,5,701,1198,1660,1793
726,25,13,2,126,1,0,701,1660,1793
727,26,1,2,126,1,0,1198,10,143
728,26,2,2,126,2,0,1198,148,281
729,26,3,2,126,3,0,1198,286,418
730,26,4,2,126,4,707,1198,423,555
731,26,4,2,127,1,0,707,423,555
732,26,5,2,127,2,0,1198,560,693
733,26,6,2,127,3,590,1198,698,830
734,26,6,2,128,1,0,590,698,830
735,26,7,2,128,2,0,1198,835,968
736,26,8,2,128,3,277,1198,973,1105
737,26,8,2,129,1,0,277,973,1105
738,26,9,2,129,2,0,1198,1110,1243
739,26,10,2,129,3,0,1198,1248,1380
740,26,11,2,129,4,885,1198,1385,1517
741,26,11,2,130,1,0,885,1385,1517
742,26,12,2,130,2,0,1198,1522,1655
743,26,13,2,130,3,302,1198,1660,1793
744,26,13,2,131,1,0,302,1660,1793
745,27,1,2,131,1,179,1198,10,143
746,27,1,2,132,1,0,179,10,143
747,27,2,2,132,2,0,1198,148,281
748,27,3,2,132,3,90,1198,286,418
749,27,3,2,133,1,0,90,286,418
750,27,4,2,133,2,0,1198,423,555
751,27,5,2,133,3,0,1198,560,693
752,27,6,2,133,4,0,1198,698,830
753,27,7,2,133,5,660,1198,835,968
754,27,7,2,134,1,0,660,835,968
755,27,8,2,134,2,0,1198,973,1105
756,27,9,2,134,3,914,1198,1110,1243
757,27,9,2,135,1,0,914,1110,1243
758,27,10,2,135,2,0,1198,1248,1380
759,27,11,2,135,3,860,1198,1385,1517
760,27,11,2,136,1,0,860,1385,1517
761,27,12,2,136,2,0,1198,1522,1655
762,27,13,2,136,3,0,1198,1660,1793
763,28,1,2,136,1,0,1198,10,143
764,28,2,2,136,2,675,1198,148,281
765,28,2,2,137,1,0,675,148,281
766,28,3,2,137,2,0,1198,286,418
767,28,4,2,137,3,178,1198,423,555
768,28,4,2,138,1,0,178,423,555
769,28,5,2,138,2,0,1198,560,693
770,28,6,2,138,3,877,1198,698,830
771,28,6,2,139,1,0,877,698,830
772,28,7,2,139,2,0,1198,835,968
773,28,8,2,139,3,851,1198,973,1105
774,28,8,2,140,1,0,851,973,1105
775,28,9,2,140,2,0,1198,1110,1243
776,28,10,2,140,3,0,1198,1248,1380
777,28,11,2,140,4,0,1198,1385,1517
778,28,12,2,140,5,933,1198,1522,1655
779,28,12,2,141,1,0,933,1522,1655
780,28,13,2,141,2,14,1198,1660,1793
781,29,1,2,142,1,0,1198,10,143
782,29,2,2,142,2,0,1198,148,281
783,29,3,2,142,3,14,1198,286,418
784,29,4,2,143,1,0,1198,423,555
785,29,5,2,143,2,0,1198,560,693
786,29,6,2,143,3,0,1198,698,830
787,29,7,2,143,4,0,1198,835,968
804,29,8,2,143,5,0,1198,973,1105
805,29,9,2,143,6,14,1198,1110,1243
806,29,10,2,144,1,0,1198,1248,1380
807,29,11,2,144,2,0,1198,1385,1517
808,29,12,2,144,3,0,1198,1522,1655
809,29,13,2,144,4,0,1198,1660,1793
810,30,1,2,144,1,171,1198,10,143
811,30,1,2,145,1,0,171,10,143
812,30,2,2,145,2,0,1198,148,281
813,30,3,2,145,3,0,1198,286,418
814,30,4,2,145,4,0,1198,423,555
815,30,5,2,145,5,14,1198,560,693
816,30,6,2,146,1,0,1198,698,830
817,30,7,2,146,2,14,1198,835,968
818,30,8,2,147,1,14,1198,973,1105
819,30,9,2,148,1,0,1198,1110,1243
820,30,10,2,148,2,0,1198,1248,1380
821,30,11,2,148,3,690,1198,1385,1517
822,30,11,2,149,1,0,690,1385,1517
823,30,12,2,149,2,0,1198,1522,1655
824,30,13,2,149,3,290,1198,1660,1793
825,30,13,2,150,1,0,290,1660,1793
826,31,1,2,150,1,0,1198,10,143
827,31,2,2,150,2,0,1198,148,281
828,31,3,2,150,3,0,1198,286,418
829,31,4,2,150,4,0,1198,423,555
830,31,5,2,150,5,873,1198,560,693
831,31,5,2,151,1,0,873,560,693
832,31,6,2,151,2,0,1198,698,830
833,31,7,2,151,3,14,1198,835,968
834,31,8,2,152,1,14,1198,973,1105
835,31,9,2,153,1,0,1198,1110,1243
836,31,10,2,153,2,600,1198,1248,1380
837,31,10,2,154,1,0,600,1248,1380
838,31,11,2,154,2,14,1198,1385,1517
839,31,12,2,155,1,0,1198,1522,1655
840,31,13,2,155,2,14,1198,1660,1793
841,32,1,2,156,1,0,1198,10,143
842,32,2,2,156,2,789,1198,148,281
843,32,2,2,157,1,0,789,148,281
844,32,3,2,157,2,275,1198,286,418
845,32,3,2,158,1,0,275,286,418
846,32,4,2,158,2,0,1198,423,555
847,32,5,2,158,3,0,1198,560,693
848,32,6,2,158,4,568,1198,698,830
849,32,6,2,159,1,0,568,698,830
850,32,7,2,159,2,0,1198,835,968
851,32,8,2,159,3,0,1198,973,1105
852,32,9,2,159,4,880,1198,1110,1243
853,32,9,2,160,1,0,880,1110,1243
854,32,10,2,160,2,17,1198,1248,1380
855,32,11,2,161,1,0,1198,1385,1517
856,32,12,2,161,2,216,1198,1522,1655
857,32,12,2,162,1,0,216,1522,1655
858,32,13,2,162,2,14,1198,1660,1793
859,33,1,2,163,1,0,1198,10,143
860,33,2,2,163,2,876,1198,148,281
861,33,2,2,164,1,0,876,148,281
862,33,3,2,164,2,0,1198,286,418
863,33,4,2,164,3,0,1198,423,555
864,33,5,2,164,4,0,1198,560,693
865,33,6,2,164,5,0,1198,698,830
866,33,7,2,164,6,0,1198,835,968
867,33,8,2,164,7,730,1198,973,1105
868,33,8,2,165,1,0,730,973,1105
869,33,9,2,165,2,0,1198,1110,1243
870,33,10,2,165,3,0,1198,1248,1380
871,33,11,2,165,4,0,1198,1385,1517
872,33,12,2,165,5,911,1198,1522,1655
873,33,12,2,166,1,0,911,1522,1655
874,33,13,2,166,2,166,1198,1660,1793
875,33,13,2,167,1,0,166,1660,1793
876,34,1,2,167,1,0,1198,10,143
877,34,2,2,167,2,0,1198,148,281
878,34,3,2,167,3,303,1198,286,418
879,34,3,2,168,1,0,303,286,418
880,34,4,2,168,2,0,1198,423,555
881,34,5,2,168,3,130,1198,560,693
882,34,5,2,169,1,0,130,560,693
883,34,6,2,169,2,0,1198,698,830
884,34,7,2,169,3,615,1198,835,968
885,34,7,2,170,1,0,615,835,968
886,34,8,2,170,2,0,1198,973,1105
887,34,9,2,170,3,0,1198,1110,1243
888,34,10,2,170,4,756,1198,1248,1380
889,34,10,2,171,1,0,756,1248,1380
890,34,11,2,171,2,0,1198,1385,1517
891,34,12,2,171,3,368,1198,1522,1655
892,34,12,2,172,1,0,368,1522,1655
893,34,13,2,172,2,0,1198,1660,1793
894,35,1,2,172,1,442,1198,10,143
895,35,1,2,173,1,0,442,10,143
896,35,2,2,173,2,0,1198,148,281
897,35,3,2,173,3,0,1198,286,418
898,35,4,2,173,4,538,1198,423,555
899,35,4,2,174,1,0,538,423,555
900,35,5,2,174,2,0,1198,560,693
901,35,6,2,174,3,0,1198,698,830
902,35,7,2,174,4,0,1198,835,968
903,35,8,2,174,5,692,1198,973,1105
904,35,8,2,175,1,0,692,973,1105
905,35,9,2,175,2,0,1198,1110,1243
906,35,10,2,175,3,990,1198,1248,1380
907,35,10,2,176,1,0,990,1248,1380
908,35,11,2,176,2,13,1198,1385,1517
909,35,12,2,177,1,0,1198,1522,1655
910,35,13,2,177,2,0,1198,1660,1793
911,36,1,2,177,1,0,1198,10,143
912,36,2,2,177,2,0,1198,148,281
913,36,3,2,177,3,0,1198,286,418
914,36,4,2,177,4,0,1198,423,555
915,36,5,2,177,5,0,1198,560,693
916,36,6,2,177,6,15,1198,698,830
917,36,7,2,178,1,0,1198,835,968
918,36,8,2,178,2,0,1198,973,1105
919,36,9,2,178,3,0,1198,1110,1243
920,36,10,2,178,4,0,1198,1248,1380
921,36,11,2,178,5,0,1198,1385,1517
922,36,12,2,178,6,671,1198,1522,1655
923,36,12,2,179,1,0,671,1522,1655
924,36,13,2,179,2,358,1198,1660,1793
925,36,13,2,180,1,0,358,1660,1793
926,37,1,2,180,1,0,1198,10,143
927,37,2,2,180,2,0,1198,148,281
928,37,3,2,180,3,878,1198,286,418
929,37,3,2,181,1,0,878,286,418
930,37,4,2,181,2,14,1198,423,555
931,37,5,2,182,1,0,1198,560,693
932,37,6,2,182,2,14,1198,698,830
933,37,7,2,183,1,0,1198,835,968
934,37,8,2,183,2,13,1198,973,1105
935,37,9,2,184,1,0,1198,1110,1243
936,37,10,2,184,2,0,1198,1248,1380
937,37,11,2,184,3,0,1198,1385,1517
